"extra_hours","raw_extra_pay","extra_pay_with_taper","extra_pay_with_tax","extra_pay_with_taper_tax","extra_pay_wa_baseline_0","extra_pay_wa_baseline_7","extra_pay_wa_baseline_8"
4.4,39.204,14.50548,26.65872,9.8637264,39.204,21.35988,15.74658
4.41,39.2931,14.538447,26.719308,9.88614396,39.2931,21.392847,15.779547
4.42,39.3822,14.571414,26.779896,9.90856152,39.3822,21.425814,15.812514
4.43,39.4713,14.604381,26.840484,9.93097908,39.4713,21.458781,15.845481
4.44,39.5604,14.637348,26.901072,9.95339664,39.5604,21.491748,15.878448
4.45,39.6495,14.670315,26.96166,9.9758142,39.6495,21.524715,15.911415
4.46,39.7386,14.703282,27.022248,9.99823176,39.7386,21.557682,15.944382
4.47,39.8277,14.736249,27.082836,10.02064932,39.8277,21.590649,15.977349
4.48,39.9168,14.769216,27.143424,10.04306688,39.9168,21.623616,16.010316
4.49,40.0059,14.802183,27.204012,10.06548444,40.0059,21.656583,16.043283
4.5,40.095,14.83515,27.2646,10.087902,40.095,21.68955,16.07625
4.51,40.1841,14.868117,27.325188,10.11031956,40.1841,21.722517,16.109217
4.52,40.2732,14.901084,27.385776,10.13273712,40.2732,21.755484,16.142184
4.53,40.3623,14.934051,27.446364,10.15515468,40.3623,21.788451,16.175151
4.54,40.4514,14.967018,27.506952,10.17757224,40.4514,21.821418,16.208118
4.55,40.5405,14.999985,27.56754,10.1999898,40.5405,21.854385,16.241085
4.56,40.6296,15.032952,27.628128,10.22240736,40.6296,21.887352,16.274052
4.57,40.7187,15.065919,27.688716,10.24482492,40.7187,21.920319,16.307019
4.58,40.8078,15.098886,27.749304,10.26724248,40.8078,21.953286,16.339986
4.59,40.8969,15.131853,27.809892,10.28966004,40.8969,21.986253,16.372953
4.6,40.986,15.16482,27.87048,10.3120776,40.986,22.01922,16.40592
4.61,41.0751,15.197787,27.931068,10.33449516,41.0751,22.052187,16.438887
4.62,41.1642,15.230754,27.991656,10.35691272,41.1642,22.085154,16.471854
4.63,41.2533,15.263721,28.052244,10.37933028,41.2533,22.118121,16.504821
4.64,41.3424,15.296688,28.112832,10.40174784,41.3424,22.151088,16.537788
4.65,41.4315,15.329655,28.17342,10.4241654,41.4315,22.184055,16.570755
4.66,41.5206,15.362622,28.234008,10.44658296,41.5206,22.217022,16.603722
4.67,41.6097,15.395589,28.294596,10.46900052,41.6097,22.249989,16.636689
4.68,41.6988,15.428556,28.355184,10.49141808,41.6988,22.282956,16.669656
4.69,41.7879,15.461523,28.415772,10.51383564,41.7879,22.315923,16.702623
4.7,41.877,15.49449,28.47636,10.5362532,41.877,22.34889,16.73559
4.71,41.9661,15.527457,28.536948,10.55867076,41.9661,22.381857,16.768557
4.72,42.0552,15.560424,28.597536,10.58108832,42.0552,22.414824,16.801524
4.73,42.1443,15.593391,28.658124,10.60350588,42.1443,22.447791,16.834491
4.74,42.2334,15.626358,28.718712,10.62592344,42.2334,22.480758,16.867458
4.75,42.3225,15.659325,28.7793,10.648341,42.3225,22.513725,16.900425
4.76,42.4116,15.692292,28.839888,10.67075856,42.4116,22.546692,16.933392
4.77,42.5007,15.725259,28.900476,10.69317612,42.5007,22.579659,16.966359
4.78,42.5898,15.758226,28.961064,10.71559368,42.5898,22.612626,16.999326
4.79,42.6789,15.791193,29.021652,10.73801124,42.6789,22.645593,17.032293
4.8,42.768,15.82416,29.08224,10.7604288,42.768,22.67856,17.06526
4.81,42.8571,15.857127,29.142828,10.78284636,42.8571,22.711527,17.098227
4.82,42.9462,15.890094,29.203416,10.80526392,42.9462,22.744494,17.131194
4.83,43.0353,15.923061,29.264004,10.82768148,43.0353,22.777461,17.164161
4.84,43.1244,15.956028,29.324592,10.85009904,43.1244,22.810428,17.197128
4.85,43.2135,15.988995,29.38518,10.8725166,43.2135,22.843395,17.230095
4.86,43.3026,16.021962,29.445768,10.89493416,43.3026,22.876362,17.263062
4.87,43.3917,16.054929,29.506356,10.91735172,43.3917,22.909329,17.296029
4.88,43.4808,16.087896,29.566944,10.93976928,43.4808,22.942296,17.328996
4.89,43.5699,16.120863,29.627532,10.96218684,43.5699,22.975263,17.361963
4.9,43.659,16.15383,29.68812,10.9846044,43.659,23.00823,17.39493
4.91,43.7481,16.186797,29.748708,11.00702196,43.7481,23.041197,17.427897
4.92,43.8372,16.219764,29.809296,11.02943952,43.8372,23.074164,17.460864
4.93,43.9263,16.252731,29.869884,11.05185708,43.9263,23.107131,17.493831
4.94,44.0154,16.285698,29.930472,11.07427464,44.0154,23.140098,17.526798
4.95,44.1045,16.318665,29.99106,11.0966922,44.1045,23.173065,17.559765
4.96,44.1936,16.351632,30.051648,11.11910976,44.1936,23.206032,17.592732
4.97,44.2827,16.384599,30.112236,11.14152732,44.2827,23.238999,17.625699
4.98,44.3718,16.417566,30.172824,11.16394488,44.3718,23.271966,17.658666
4.99,44.4609,16.450533,30.233412,11.18636244,44.4609,23.304933,17.691633
5,44.55,16.4835,30.294,11.20878,44.55,23.3379,17.7246
5.01,44.6391,16.516467,30.354588,11.23119756,44.6391,23.370867,17.757567
5.02,44.7282,16.549434,30.415176,11.25361512,44.7282,23.403834,17.790534
5.03,44.8173,16.582401,30.475764,11.27603268,44.8173,23.436801,17.823501
5.04,44.9064,16.615368,30.536352,11.29845024,44.9064,23.469768,17.856468
5.05,44.9955,16.648335,30.59694,11.3208678,44.9955,23.502735,17.889435
5.06,45.0846,16.681302,30.657528,11.34328536,45.0846,23.535702,17.922402
5.07,45.1737,16.714269,30.718116,11.36570292,45.1737,23.568669,17.955369
5.08,45.2628,16.747236,30.778704,11.38812048,45.2628,23.601636,17.988336
5.09,45.3519,16.780203,30.839292,11.41053804,45.3519,23.634603,18.021303
5.1,45.441,16.81317,30.89988,11.4329556,45.441,23.66757,18.05427
5.11,45.5301,16.846137,30.960468,11.45537316,45.5301,23.700537,18.087237
5.12,45.6192,16.879104,31.021056,11.47779072,45.6192,23.733504,18.120204
5.13,45.7083,16.912071,31.081644,11.50020828,45.7083,23.766471,18.153171
5.14,45.7974,16.945038,31.142232,11.52262584,45.7974,23.799438,18.186138
5.15,45.8865,16.978005,31.20282,11.5450434,45.8865,23.832405,18.219105
5.16,45.9756,17.010972,31.263408,11.56746096,45.9756,23.865372,18.252072
5.17,46.0647,17.043939,31.323996,11.58987852,46.0647,23.898339,18.285039
5.18,46.1538,17.076906,31.384584,11.61229608,46.1538,23.931306,18.318006
5.19,46.2429,17.109873,31.445172,11.63471364,46.2429,23.964273,18.350973
5.2,46.332,17.14284,31.50576,11.6571312,46.332,23.99724,18.38394
5.21,46.4211,17.175807,31.566348,11.67954876,46.4211,24.030207,18.416907
5.22,46.5102,17.208774,31.626936,11.70196632,46.5102,24.063174,18.449874
5.23,46.5993,17.241741,31.687524,11.72438388,46.5993,24.096141,18.482841
5.24,46.6884,17.274708,31.748112,11.74680144,46.6884,24.129108,18.515808
5.25,46.7775,17.307675,31.8087,11.769219,46.7775,24.162075,18.548775
5.26,46.8666,17.340642,31.869288,11.79163656,46.8666,24.195042,18.581742
5.27,46.9557,17.373609,31.929876,11.81405412,46.9557,24.228009,18.614709
5.28,47.0448,17.406576,31.990464,11.83647168,47.0448,24.260976,18.647676
5.29,47.1339,17.439543,32.051052,11.85888924,47.1339,24.293943,18.680643
5.3,47.223,17.47251,32.11164,11.8813068,47.223,24.32691,18.71361
5.31,47.3121,17.505477,32.172228,11.90372436,47.3121,24.359877,18.746577
5.32,47.4012,17.538444,32.232816,11.92614192,47.4012,24.392844,18.779544
5.33,47.4903,17.571411,32.293404,11.94855948,47.4903,24.425811,18.812511
5.34,47.5794,17.604378,32.353992,11.97097704,47.5794,24.458778,18.845478
5.35,47.6685,17.637345,32.41458,11.9933946,47.6685,24.491745,18.878445
5.36,47.7576,17.670312,32.475168,12.01581216,47.7576,24.524712,18.911412
5.37,47.8467,17.703279,32.535756,12.03822972,47.8467,24.557679,18.944379
5.38,47.9358,17.736246,32.596344,12.06064728,47.9358,24.590646,18.977346
5.39,48.0249,17.769213,32.656932,12.08306484,48.0249,24.623613,19.010313
5.4,48.114,17.80218,32.71752,12.1054824,48.114,24.65658,19.04328
5.41,48.2031,17.835147,32.778108,12.12789996,48.2031,24.689547,19.076247
5.42,48.2922,17.868114,32.838696,12.15031752,48.2922,24.722514,19.109214
5.43,48.3813,17.901081,32.899284,12.17273508,48.3813,24.755481,19.142181
5.44,48.4704,17.934048,32.959872,12.19515264,48.4704,24.788448,19.175148
5.45,48.5595,17.967015,33.02046,12.2175702,48.5595,24.821415,19.208115
5.46,48.6486,17.999982,33.081048,12.23998776,48.6486,24.854382,19.241082
5.47,48.7377,18.032949,33.141636,12.26240532,48.7377,24.887349,19.274049
5.48,48.8268,18.065916,33.202224,12.28482288,48.8268,24.920316,19.307016
5.49,48.9159,18.098883,33.262812,12.30724044,48.9159,24.953283,19.339983
5.5,49.005,18.13185,33.3234,12.329658,49.005,24.98625,19.37295
5.51,49.0941,18.164817,33.383988,12.35207556,49.0941,25.019217,19.405917
5.52,49.1832,18.197784,33.444576,12.37449312,49.1832,25.052184,19.438884
5.53,49.2723,18.230751,33.505164,12.39691068,49.2723,25.085151,19.471851
5.54,49.3614,18.263718,33.565752,12.41932824,49.3614,25.118118,19.504818
5.55,49.4505,18.296685,33.62634,12.4417458,49.4505,25.151085,19.537785
5.56,49.5396,18.329652,33.686928,12.46416336,49.5396,25.184052,19.570752
5.57,49.6287,18.362619,33.747516,12.48658092,49.6287,25.217019,19.603719
5.58,49.7178,18.395586,33.808104,12.50899848,49.7178,25.249986,19.636686
5.59,49.8069,18.428553,33.868692,12.53141604,49.8069,25.282953,19.669653
5.6,49.896,18.46152,33.92928,12.5538336,49.896,25.31592,19.70262
5.61,49.9851,18.494487,33.989868,12.57625116,49.9851,25.348887,19.735587
5.62,50.0742,18.527454,34.050456,12.59866872,50.0742,25.381854,19.768554
5.63,50.1633,18.560421,34.111044,12.62108628,50.1633,25.414821,19.801521
5.64,50.2524,18.593388,34.171632,12.64350384,50.2524,25.447788,19.834488
5.65,50.3415,18.626355,34.23222,12.6659214,50.3415,25.480755,19.867455
5.66,50.4306,18.659322,34.292808,12.68833896,50.4306,25.513722,19.900422
5.67,50.5197,18.692289,34.353396,12.71075652,50.5197,25.546689,19.933389
5.68,50.6088,18.725256,34.413984,12.73317408,50.6088,25.579656,19.966356
5.69,50.6979,18.758223,34.474572,12.75559164,50.6979,25.612623,19.999323
5.7,50.787,18.79119,34.53516,12.7780092,50.787,25.64559,20.03229
5.71,50.8761,18.824157,34.595748,12.80042676,50.8761,25.678557,20.065257
5.72,50.9652,18.857124,34.656336,12.82284432,50.9652,25.711524,20.098224
5.73,51.0543,18.890091,34.716924,12.84526188,51.0543,25.744491,20.131191
5.74,51.1434,18.923058,34.777512,12.86767944,51.1434,25.777458,20.164158
5.75,51.2325,18.956025,34.8381,12.890097,51.2325,25.810425,20.197125
5.76,51.3216,18.988992,34.898688,12.91251456,51.3216,25.843392,20.230092
5.77,51.4107,19.021959,34.959276,12.93493212,51.4107,25.876359,20.263059
5.78,51.4998,19.054926,35.019864,12.95734968,51.4998,25.909326,20.296026
5.79,51.5889,19.087893,35.080452,12.97976724,51.5889,25.942293,20.328993
5.8,51.678,19.12086,35.14104,13.0021848,51.678,25.97526,20.36196
5.81,51.7671,19.153827,35.201628,13.02460236,51.7671,26.008227,20.394927
5.82,51.8562,19.186794,35.262216,13.04701992,51.8562,26.041194,20.427894
5.83,51.9453,19.219761,35.322804,13.06943748,51.9453,26.074161,20.460861
5.84,52.0344,19.252728,35.383392,13.09185504,52.0344,26.107128,20.493828
5.85,52.1235,19.285695,35.44398,13.1142726,52.1235,26.140095,20.526795
5.86,52.2126,19.318662,35.504568,13.13669016,52.2126,26.173062,20.559762
5.87,52.3017,19.351629,35.565156,13.15910772,52.3017,26.206029,20.592729
5.88,52.3908,19.384596,35.625744,13.18152528,52.3908,26.238996,20.625696
5.89,52.4799,19.417563,35.686332,13.20394284,52.4799,26.271963,20.658663
5.9,52.569,19.45053,35.74692,13.2263604,52.569,26.30493,20.69163
5.91,52.6581,19.483497,35.807508,13.24877796,52.6581,26.337897,20.724597
5.92,52.7472,19.516464,35.868096,13.27119552,52.7472,26.370864,20.757564
5.93,52.8363,19.549431,35.928684,13.29361308,52.8363,26.403831,20.790531
5.94,52.9254,19.582398,35.989272,13.31603064,52.9254,26.436798,20.823498
5.95,53.0145,19.615365,36.04986,13.3384482,53.0145,26.469765,20.856465
5.96,53.1036,19.648332,36.110448,13.36086576,53.1036,26.502732,20.889432
5.97,53.1927,19.681299,36.171036,13.38328332,53.1927,26.535699,20.922399
5.98,53.2818,19.714266,36.231624,13.40570088,53.2818,26.568666,20.955366
5.99,53.3709,19.747233,36.292212,13.42811844,53.3709,26.601633,20.988333
6,53.46,19.7802,36.3528,13.450536,53.46,26.6346,21.0213
6.01,53.5491,19.813167,36.413388,13.47295356,53.5491,26.667567,21.054267
6.02,53.6382,19.846134,36.473976,13.49537112,53.6382,26.700534,21.087234
6.03,53.7273,19.879101,36.534564,13.51778868,53.7273,26.733501,21.120201
6.04,53.8164,19.912068,36.595152,13.54020624,53.8164,26.766468,21.153168
6.05,53.9055,19.945035,36.65574,13.5626238,53.9055,26.799435,21.186135
6.06,53.9946,19.978002,36.716328,13.58504136,53.9946,26.832402,21.219102
6.07,54.0837,20.010969,36.776916,13.60745892,54.0837,26.865369,21.252069
6.08,54.1728,20.043936,36.837504,13.62987648,54.1728,26.898336,21.285036
6.09,54.2619,20.076903,36.898092,13.65229404,54.2619,26.931303,21.318003
6.1,54.351,20.10987,36.95868,13.6747116,54.351,26.96427,21.35097
6.11,54.4401,20.142837,37.019268,13.69712916,54.4401,26.997237,21.383937
6.12,54.5292,20.175804,37.079856,13.71954672,54.5292,27.030204,21.416904
6.13,54.6183,20.208771,37.140444,13.74196428,54.6183,27.063171,21.449871
6.14,54.7074,20.241738,37.201032,13.76438184,54.7074,27.096138,21.482838
6.15,54.7965,20.274705,37.26162,13.7867994,54.7965,27.129105,21.515805
6.16,54.8856,20.307672,37.322208,13.80921696,54.8856,27.162072,21.548772
6.17,54.9747,20.340639,37.382796,13.83163452,54.9747,27.195039,21.581739
6.18,55.0638,20.373606,37.443384,13.85405208,55.0638,27.228006,21.614706
6.19,55.1529,20.406573,37.503972,13.87646964,55.1529,27.260973,21.647673
6.2,55.242,20.43954,37.56456,13.8988872,55.242,27.29394,21.68064
6.21,55.3311,20.472507,37.625148,13.92130476,55.3311,27.326907,21.713607
6.22,55.4202,20.505474,37.685736,13.94372232,55.4202,27.359874,21.746574
6.23,55.5093,20.538441,37.746324,13.96613988,55.5093,27.392841,21.779541
6.24,55.5984,20.571408,37.806912,13.98855744,55.5984,27.425808,21.812508
6.25,55.6875,20.604375,37.8675,14.010975,55.6875,27.458775,21.845475
6.26,55.7766,20.637342,37.928088,14.03339256,55.7766,27.491742,21.878442
6.27,55.8657,20.670309,37.988676,14.05581012,55.8657,27.524709,21.911409
6.28,55.9548,20.703276,38.049264,14.07822768,55.9548,27.557676,21.944376
6.29,56.0439,20.736243,38.109852,14.10064524,56.0439,27.590643,21.977343
6.3,56.133,20.76921,38.17044,14.1230628,56.133,27.62361,22.01031
6.31,56.2221,20.802177,38.231028,14.14548036,56.2221,27.656577,22.043277
6.32,56.3112,20.835144,38.291616,14.16789792,56.3112,27.689544,22.076244
6.33,56.4003,20.868111,38.352204,14.19031548,56.4003,27.722511,22.109211
6.34,56.4894,20.901078,38.412792,14.21273304,56.4894,27.755478,22.142178
6.35,56.5785,20.934045,38.47338,14.2351506,56.5785,27.788445,22.175145
6.36,56.6676,20.967012,38.533968,14.25756816,56.6676,27.821412,22.208112
6.37,56.7567,20.999979,38.594556,14.27998572,56.7567,27.854379,22.241079
6.38,56.8458,21.032946,38.655144,14.30240328,56.8458,27.887346,22.274046
6.39,56.9349,21.065913,38.715732,14.32482084,56.9349,27.920313,22.307013
6.4,57.024,21.09888,38.77632,14.3472384,57.024,27.95328,22.33998
6.41,57.1131,21.131847,38.836908,14.36965596,57.1131,27.986247,22.372947
6.42,57.2022,21.164814,38.897496,14.39207352,57.2022,28.019214,22.405914
6.43,57.2913,21.197781,38.958084,14.41449108,57.2913,28.052181,22.438881
6.44,57.3804,21.230748,39.018672,14.43690864,57.3804,28.085148,22.471848
6.45,57.4695,21.263715,39.07926,14.4593262,57.4695,28.118115,22.504815
6.46,57.5586,21.296682,39.139848,14.48174376,57.5586,28.151082,22.537782
6.47,57.6477,21.329649,39.200436,14.50416132,57.6477,28.184049,22.570749
6.48,57.7368,21.362616,39.261024,14.52657888,57.7368,28.217016,22.603716
6.49,57.8259,21.395583,39.321612,14.54899644,57.8259,28.249983,22.636683
6.5,57.915,21.42855,39.3822,14.571414,57.915,28.28295,22.66965
6.51,58.0041,21.461517,39.442788,14.59383156,58.0041,28.315917,22.702617
6.52,58.0932,21.494484,39.503376,14.61624912,58.0932,28.348884,22.735584
6.53,58.1823,21.527451,39.563964,14.63866668,58.1823,28.381851,22.768551
6.54,58.2714,21.560418,39.624552,14.66108424,58.2714,28.414818,22.801518
6.55,58.3605,21.593385,39.68514,14.6835018,58.3605,28.447785,22.834485
6.56,58.4496,21.626352,39.745728,14.70591936,58.4496,28.480752,22.867452
6.57,58.5387,21.659319,39.806316,14.72833692,58.5387,28.513719,22.900419
6.58,58.6278,21.692286,39.866904,14.75075448,58.6278,28.546686,22.933386
6.59,58.7169,21.725253,39.927492,14.77317204,58.7169,28.579653,22.966353
6.6,58.806,21.75822,39.98808,14.7955896,58.806,28.61262,22.99932
6.61,58.8951,21.791187,40.048668,14.81800716,58.8951,28.645587,23.032287
6.62,58.9842,21.824154,40.109256,14.84042472,58.9842,28.678554,23.065254
6.63,59.0733,21.857121,40.169844,14.86284228,59.0733,28.711521,23.098221
6.64,59.1624,21.890088,40.230432,14.88525984,59.1624,28.744488,23.131188
6.65,59.2515,21.923055,40.29102,14.9076774,59.2515,28.777455,23.164155
6.66,59.3406,21.956022,40.351608,14.93009496,59.3406,28.810422,23.197122
6.67,59.4297,21.988989,40.412196,14.95251252,59.4297,28.843389,23.230089
6.68,59.5188,22.021956,40.472784,14.97493008,59.5188,28.876356,23.263056
6.69,59.6079,22.054923,40.533372,14.99734764,59.6079,28.909323,23.296023
6.7,59.697,22.08789,40.59396,15.0197652,59.697,28.94229,23.32899
6.71,59.7861,22.120857,40.654548,15.04218276,59.7861,28.975257,23.361957
6.72,59.8752,22.153824,40.715136,15.06460032,59.8752,29.008224,23.394924
6.73,59.9643,22.186791,40.775724,15.08701788,59.9643,29.041191,23.427891
6.74,60.0534,22.219758,40.836312,15.10943544,60.0534,29.074158,23.460858
6.75,60.1425,22.252725,40.8969,15.131853,60.1425,29.107125,23.493825
6.76,60.2316,22.285692,40.957488,15.15427056,60.2316,29.140092,23.526792
6.77,60.3207,22.318659,41.018076,15.17668812,60.3207,29.173059,23.559759
6.78,60.4098,22.351626,41.078664,15.19910568,60.4098,29.206026,23.592726
6.79,60.4989,22.384593,41.139252,15.22152324,60.4989,29.238993,23.625693
6.8,60.588,22.41756,41.19984,15.2439408,60.588,29.27196,23.65866
6.81,60.6771,22.450527,41.260428,15.26635836,60.6771,29.304927,23.691627
6.82,60.7662,22.483494,41.321016,15.28877592,60.7662,29.337894,23.724594
6.83,60.8553,22.516461,41.381604,15.31119348,60.8553,29.370861,23.757561
6.84,60.9444,22.549428,41.442192,15.33361104,60.9444,29.403828,23.790528
6.85,61.0335,22.582395,41.50278,15.3560286,61.0335,29.436795,23.823495
6.86,61.1226,22.615362,41.563368,15.37844616,61.1226,29.469762,23.856462
6.87,61.2117,22.648329,41.623956,15.40086372,61.2117,29.502729,23.889429
6.88,61.3008,22.681296,41.684544,15.42328128,61.3008,29.535696,23.922396
6.89,61.3899,22.714263,41.745132,15.44569884,61.3899,29.568663,23.955363
6.9,61.479,22.74723,41.80572,15.4681164,61.479,29.60163,23.98833
6.91,61.5681,22.780197,41.866308,15.49053396,61.5681,29.634597,24.021297
6.92,61.6572,22.813164,41.926896,15.51295152,61.6572,29.667564,24.054264
6.93,61.7463,22.846131,41.987484,15.53536908,61.7463,29.700531,24.087231
6.94,61.8354,22.879098,42.048072,15.55778664,61.8354,29.733498,24.120198
6.95,61.9245,22.912065,42.10866,15.5802042,61.9245,29.766465,24.153165
6.96,62.0136,22.945032,42.169248,15.60262176,62.0136,29.799432,24.186132
6.97,62.1027,22.977999,42.229836,15.62503932,62.1027,29.832399,24.219099
6.98,62.1918,23.010966,42.290424,15.64745688,62.1918,29.865366,24.252066
6.99,62.2809,23.043933,42.351012,15.66987444,62.2809,29.898333,24.285033
7,62.37,23.0769,42.4116,15.692292,62.37,29.9313,24.318
7.01,62.4591,23.109867,42.472188,15.71470956,62.4591,29.964267,24.350967
7.02,62.5482,23.142834,42.532776,15.73712712,62.5482,29.997234,24.383934
7.03,62.6373,23.175801,42.593364,15.75954468,62.6373,30.030201,24.416901
7.04,62.7264,23.208768,42.653952,15.78196224,62.7264,30.063168,24.449868
7.05,62.8155,23.241735,42.71454,15.8043798,62.8155,30.096135,24.482835
7.06,62.9046,23.274702,42.775128,15.82679736,62.9046,30.129102,24.515802
7.07,62.9937,23.307669,42.835716,15.84921492,62.9937,30.162069,24.548769
7.08,63.0828,23.340636,42.896304,15.87163248,63.0828,30.195036,24.581736
7.09,63.1719,23.373603,42.956892,15.89405004,63.1719,30.228003,24.614703
7.1,63.261,23.40657,43.01748,15.9164676,63.261,30.26097,24.64767
7.11,63.3501,23.439537,43.078068,15.93888516,63.3501,30.293937,24.680637
7.12,63.4392,23.472504,43.138656,15.96130272,63.4392,30.326904,24.713604
7.13,63.5283,23.505471,43.199244,15.98372028,63.5283,30.359871,24.746571
7.14,63.6174,23.538438,43.259832,16.00613784,63.6174,30.392838,24.779538
7.15,63.7065,23.571405,43.32042,16.0285554,63.7065,30.425805,24.812505
7.16,63.7956,23.604372,43.381008,16.05097296,63.7956,30.458772,24.845472
7.17,63.8847,23.637339,43.441596,16.07339052,63.8847,30.491739,24.878439
7.18,63.9738,23.670306,43.502184,16.09580808,63.9738,30.524706,24.911406
7.19,64.0629,23.703273,43.562772,16.11822564,64.0629,30.557673,24.944373
7.2,64.152,23.73624,43.62336,16.1406432,64.152,30.59064,24.97734
7.21,64.2411,23.769207,43.683948,16.16306076,64.2411,30.623607,25.010307
7.22,64.3302,23.802174,43.744536,16.18547832,64.3302,30.656574,25.043274
7.23,64.4193,23.835141,43.805124,16.20789588,64.4193,30.689541,25.076241
7.24,64.5084,23.868108,43.865712,16.23031344,64.5084,30.722508,25.109208
7.25,64.5975,23.901075,43.9263,16.252731,64.5975,30.755475,25.142175
7.26,64.6866,23.934042,43.986888,16.27514856,64.6866,30.788442,25.175142
7.27,64.7757,23.967009,44.047476,16.29756612,64.7757,30.821409,25.208109
7.28,64.8648,23.999976,44.108064,16.31998368,64.8648,30.854376,25.241076
7.29,64.9539,24.032943,44.168652,16.34240124,64.9539,30.887343,25.274043
7.3,65.043,24.06591,44.22924,16.3648188,65.043,30.92031,25.30701
7.31,65.1321,24.098877,44.289828,16.38723636,65.1321,30.953277,25.339977
7.32,65.2212,24.131844,44.350416,16.40965392,65.2212,30.986244,25.372944
7.33,65.3103,24.164811,44.411004,16.43207148,65.3103,31.019211,25.405911
7.34,65.3994,24.197778,44.471592,16.45448904,65.3994,31.052178,25.438878
7.35,65.4885,24.230745,44.53218,16.4769066,65.4885,31.085145,25.471845
7.36,65.5776,24.263712,44.592768,16.49932416,65.5776,31.118112,25.504812
7.37,65.6667,24.296679,44.653356,16.52174172,65.6667,31.151079,25.537779
7.38,65.7558,24.329646,44.713944,16.54415928,65.7558,31.184046,25.570746
7.39,65.8449,24.362613,44.774532,16.56657684,65.8449,31.217013,25.603713
7.4,65.934,24.39558,44.83512,16.5889944,65.934,31.24998,25.63668
7.41,66.0231,24.428547,44.895708,16.61141196,66.0231,31.282947,25.669647
7.42,66.1122,24.461514,44.956296,16.63382952,66.1122,31.315914,25.702614
7.43,66.2013,24.494481,45.016884,16.65624708,66.2013,31.348881,25.735581
7.44,66.2904,24.527448,45.077472,16.67866464,66.2904,31.381848,25.768548
7.45,66.3795,24.560415,45.13806,16.7010822,66.3795,31.414815,25.801515
7.46,66.4686,24.593382,45.198648,16.72349976,66.4686,31.447782,25.834482
7.47,66.5577,24.626349,45.259236,16.74591732,66.5577,31.480749,25.867449
7.48,66.6468,24.659316,45.319824,16.76833488,66.6468,31.513716,25.900416
7.49,66.7359,24.692283,45.380412,16.79075244,66.7359,31.546683,25.933383
7.5,66.825,24.72525,45.441,16.81317,66.825,31.57965,25.96635
7.51,66.9141,24.758217,45.501588,16.83558756,66.9141,31.612617,25.999317
7.52,67.0032,24.791184,45.562176,16.85800512,67.0032,31.645584,26.032284
7.53,67.0923,24.824151,45.622764,16.88042268,67.0923,31.678551,26.065251
7.54,67.1814,24.857118,45.683352,16.90284024,67.1814,31.711518,26.098218
7.55,67.2705,24.890085,45.74394,16.9252578,67.2705,31.744485,26.131185
7.56,67.3596,24.923052,45.804528,16.94767536,67.3596,31.777452,26.164152
7.57,67.4487,24.956019,45.865116,16.97009292,67.4487,31.810419,26.197119
7.58,67.5378,24.988986,45.925704,16.99251048,67.5378,31.843386,26.230086
7.59,67.6269,25.021953,45.986292,17.01492804,67.6269,31.876353,26.263053
7.6,67.716,25.05492,46.04688,17.0373456,67.716,31.90932,26.29602
7.61,67.8051,25.087887,46.107468,17.05976316,67.8051,31.942287,26.328987
7.62,67.8942,25.120854,46.168056,17.08218072,67.8942,31.975254,26.361954
7.63,67.9833,25.153821,46.228644,17.10459828,67.9833,32.008221,26.394921
7.64,68.0724,25.186788,46.289232,17.12701584,68.0724,32.041188,26.427888
7.65,68.1615,25.219755,46.34982,17.1494334,68.1615,32.074155,26.460855
7.66,68.2506,25.252722,46.410408,17.17185096,68.2506,32.107122,26.493822
7.67,68.3397,25.285689,46.470996,17.19426852,68.3397,32.140089,26.526789
7.68,68.4288,25.318656,46.531584,17.21668608,68.4288,32.173056,26.559756
7.69,68.5179,25.351623,46.592172,17.23910364,68.5179,32.206023,26.592723
7.7,68.607,25.38459,46.65276,17.2615212,68.607,32.23899,26.62569
7.71,68.6961,25.417557,46.713348,17.28393876,68.6961,32.271957,26.658657
7.72,68.7852,25.450524,46.773936,17.30635632,68.7852,32.304924,26.691624
7.73,68.8743,25.483491,46.834524,17.32877388,68.8743,32.337891,26.724591
7.74,68.9634,25.516458,46.895112,17.35119144,68.9634,32.370858,26.757558
7.75,69.0525,25.549425,46.9557,17.373609,69.0525,32.403825,26.790525
7.76,69.1416,25.582392,47.016288,17.39602656,69.1416,32.436792,26.823492
7.77,69.2307,25.615359,47.076876,17.41844412,69.2307,32.469759,26.856459
7.78,69.3198,25.648326,47.137464,17.44086168,69.3198,32.502726,26.889426
7.79,69.4089,25.681293,47.198052,17.46327924,69.4089,32.535693,26.922393
7.8,69.498,25.71426,47.25864,17.4856968,69.498,32.56866,26.95536
7.81,69.5871,25.747227,47.319228,17.50811436,69.5871,32.601627,26.988327
7.82,69.6762,25.780194,47.379816,17.53053192,69.6762,32.634594,27.021294
7.83,69.7653,25.813161,47.440404,17.55294948,69.7653,32.667561,27.054261
7.84,69.8544,25.846128,47.500992,17.57536704,69.8544,32.700528,27.087228
7.85,69.9435,25.879095,47.56158,17.5977846,69.9435,32.733495,27.120195
7.86,70.0326,25.912062,47.622168,17.62020216,70.0326,32.766462,27.153162
7.87,70.1217,25.945029,47.682756,17.64261972,70.1217,32.799429,27.186129
7.88,70.2108,25.977996,47.743344,17.66503728,70.2108,32.832396,27.219096
